company,amount_raised,round,investors_participated,date_announced,website,description,city,official_sector,secondary_sector,tertiary_sector,SIREN
Aura Aero,,Seed,EIC Accelerator,2024-07-15,https://www.aura-aero.com,"Aura Aero operates in sectors such as aerospace, automotive, and industrial automation, providing products and services that leverage its expertise in these areas.",Cugnaux,SpaceTech & Aerospace,Robotics,Mobility,
Raidium,,Seed,EIC Accelerator,2024-07-15,https://raidium.eu,"Raidium operates in sectors such as artificial intelligence, clinical trials, and computer vision, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,Artificial Intelligence,BioTech,
Morpho Labs,,Seed,Pantera Capital,2024-02-27,https://morpho.org,"Morpho Labs operates in sectors such as blockchain, cryptocurrency, and financial services, providing products and services that leverage its expertise in these areas.",Paris,FinTech,Web3,,
Holosolis,,Seed,EIT InnoEnergy,2024-08-01,https://holosolis.com/,"Holosolis operates in sectors such as manufacturing, service industry, and solar, providing products and services that leverage its expertise in these areas.",Paris,Energy,,,
Bitstack,,Seed,Plug and Play,2024-03-26,https://bitstack-app.com,"Bitstack operates in sectors such as bitcoin, fintech, and internet, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Finovox,,Seed,Ahmed Mhiri,2024-05-27,https://www.finovox.com/,"Finovox operates in sectors such as it management, software, and software engineering, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
JUST,,Seed,FJ Labs,2024-06-12,https://www.getjust.eu,"JUST operates in sectors such as e-commerce, mobile payments, and payments, providing products and services that leverage its expertise in these areas.",Paris,FinTech,E-commerce & Retail,,
Bib batteries,,Seed,Sylvain Grande,2024-06-30,https://bib-batteries.com/,"Bib batteries operates in sectors such as automotive, b2b, and information services, providing products and services that leverage its expertise in these areas.",Paris,Other,Mobility,,
LN Markets,,Seed,Concentric,2024-01-03,https://lnmarkets.com,"LN Markets operates in sectors such as bitcoin, cryptocurrency, and decentralized finance, providing products and services that leverage its expertise in these areas.",Paris,FinTech,,,
Faks,,Seed,FJ Labs,2024-12-27,https://www.faks.co,"Faks operates in sectors such as digital marketing, health care, and mobile apps, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,MarTech,,
PulseSight Therapeutics,,Seed,"Korea Investment Partners, +ND Capital, Pureos Bioventures",2024-02-28,https://pulsesight.com/,"PulseSight Therapeutics operates in sectors such as biotechnology, medical, and therapeutics, providing products and services that leverage its expertise in these areas.",Paris,BioTech,,,
Gama,,Seed,EWOR,2024-06-01,https://www.gamaspace.com/,"Gama operates in sectors such as manufacturing, military, and space travel, providing products and services that leverage its expertise in these areas.",Ivry-sur-seine,DefenseTech,SpaceTech & Aerospace,TravelTech,
GravitHy,,Seed,EIT InnoEnergy,2024-08-01,https://gravithy.eu,"GravitHy operates in sectors such as manufacturing, sustainability, and test and measurement, providing products and services that leverage its expertise in these areas.",Marseille,CleanTech,,,
Jacobs Pet,,Pre-Seed,,2024-03-20,,Jacobs Pet is a company providing innovative solutions in its industry.,Paris,Other,,,
Entropia,,Pre-Seed,,2024-10-01,https://entropia.io,"Entropia operates in sectors such as enterprise software, generative ai, and saas, providing products and services that leverage its expertise in these areas.",Paris,SaaS,Artificial Intelligence,,
Joe AI,,Pre-Seed,Plug and Play,2024-09-05,https://www.getjoe-ai.com/en/,"Joe AI operates in sectors such as artificial intelligence, sales, and sales automation, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,Robotics,,
Tangara Energy,,Pre-Seed,Plug and Play,2024-02-07,http://www.tangara-app.com/,"Tangara Energy operates in sectors such as analytics, artificial intelligence, and service industry, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,Energy,,
Queen Consolidated,,Pre-Seed,Dohme Global Group,2024-01-04,,"Queen Consolidated operates in sectors such as banking, energy, and media and entertainment, providing products and services that leverage its expertise in these areas.",Courbevoie,FinTech,Entertainment,Energy,
Les Cherubins,,Pre-Seed,,2024-10-01,https://www.les-cherubins.com/,"Les Cherubins operates in sectors such as child care, consumer, and primary education, providing products and services that leverage its expertise in these areas.",Strasbourg,Other,HealthTech,,
DT Master Carbon,,Pre-Seed,SkyDeck Berkeley,2024-10-29,https://dtmastercarbon.fr,"DT Master Carbon operates in sectors such as artificial intelligence, environmental engineering, and management consulting, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,Artificial Intelligence,,
Peamux,,Pre-Seed,Indiciel Capital,2024-07-08,https://peamux.com,"Peamux operates in sectors such as advertising, broadcasting, and telecommunications, providing products and services that leverage its expertise in these areas.",Paris,MarTech,,,
Gigatree,,Pre-Seed,,2024-10-12,https://gigatree.eu,"Gigatree operates in sectors such as blockchain, cryptocurrency, and environmental consulting, providing products and services that leverage its expertise in these areas.",Montpellier,CleanTech,Web3,,
Pixacare,,Pre-Seed,,2024-04-26,https://pixacare.bio/,"Pixacare operates in sectors such as health care, medical device, and mobile, providing products and services that leverage its expertise in these areas.",Strasbourg,HealthTech,MedTech,,
Dowsers,,Pre-Seed,,2024-01-01,https://www.dowsers.finance/,"Dowsers operates in sectors such as blockchain, cryptocurrency, and web3, providing products and services that leverage its expertise in these areas.",Paris,Web3,,,
Fliz,,Pre-Seed,,2024-02-26,https://flizvideo.tech/,"Fliz operates in sectors such as information technology, saas, and video, providing products and services that leverage its expertise in these areas.",Nice,SaaS,,,
Paramedic,,Pre-Seed,F6 Ventures,2024-01-01,https://paramedic.tech/,"Paramedic operates in sectors such as logistics, medical, and transportation, providing products and services that leverage its expertise in these areas.",Paris,MedTech,Mobility,,
NotiPark,,Pre-Seed,,2024-03-01,https://notipark.com,"NotiPark operates in sectors such as artificial intelligence, hardware, and software, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,Hardware,,
napp,,Pre-Seed,,2024-01-17,https://www.bon-napp.com/,napp is a company specializing in restaurants solutions.,Paris,FoodTech,,,
kano.care,,Pre-Seed,ULTRA.VC,2024-06-06,https://www.kano.care/fr,"kano.care operates in sectors such as consumer and health care, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,,,
Quantum Signals,,Pre-Seed,Quantonation,2024-09-01,https://www.quantumsignals.ai/,Quantum Signals is a company specializing in software solutions.,Paris,Other,DeepTech,,
NeoEarth,,Pre-Seed,"Jeriko, Newfund",2024-02-16,http://neoearth.fr,NeoEarth is a company specializing in biotechnology solutions.,Libourne,BioTech,,,
Upscalers,,Pre-Seed,Yes VC,2024-01-17,https://www.upscalers.club/,Upscalers is a company providing innovative solutions in its industry.,Paris,Other,,,
Probabl,,Pre-Seed,,2024-05-01,https://probabl.ai,"Probabl operates in sectors such as artificial intelligence, fraud detection, and machine learning, providing products and services that leverage its expertise in these areas.",Paris,Artificial Intelligence,,,
Lucis,,Pre-Seed,,2024-09-01,https://www.lucis.life,"Lucis operates in sectors such as artificial intelligence, consumer software, and health care, providing products and services that leverage its expertise in these areas.",Artannes-sur-indre,HealthTech,Artificial Intelligence,,
Corma,,Pre-Seed,Plug and Play,2024-01-09,https://www.corma.io/,Corma is a company providing innovative solutions in its industry.,Paris,Other,,,
REasy,,Pre-Seed,54 Collective,2024-01-01,https://www.reasy.fr/,"REasy operates in sectors such as b2b, finance, and financial services, providing products and services that leverage its expertise in these areas.",Clichy,FinTech,,,
Versant,,Pre-Seed,Antler,2024-01-01,https://versant.earth/,"Versant operates in sectors such as information technology, natural resources, and satellite communication, providing products and services that leverage its expertise in these areas.",Paris,CleanTech,SpaceTech & Aerospace,,
Stairling,,Pre-Seed,Hook,2024-04-01,https://www.stairling.com/,"Stairling operates in sectors such as fintech, fleet management, and human resources, providing products and services that leverage its expertise in these areas.",Paris,FinTech,Mobility,,
Vestiaire Collective,,Crowdfunding,Cynegetic Investment Management,2024-01-23,http://vestiairecollective.com,"Vestiaire Collective operates in sectors such as e-commerce, fashion, and marketplace, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
Linc,,Seed,Antoine Fabre,2024-02-01,https://linc.fr,"Linc operates in sectors such as bookkeeping and payroll, data management, and information services, providing products and services that leverage its expertise in these areas.",Colonne,Other,,,
Ethik-IA,,,"MGEN, XAnge",2024-05-15,https://www.ethik-ia.fr/,"Ethik-IA operates in sectors such as artificial intelligence, compliance, and health care, providing products and services that leverage its expertise in these areas.",Paris,HealthTech,Artificial Intelligence,LegalTech,
Lunettes Pour Tous,,,"ODDO BHF, Quilvest Capital Partners",2024-10-08,https://lunettespourtous.com/,"Lunettes Pour Tous operates in sectors such as e-commerce and eyewear, providing products and services that leverage its expertise in these areas.",Paris,E-commerce & Retail,,,
Mk2,,,IPR.VC,2024-09-19,https://mk2pro.com/,"Mk2 operates in sectors such as film and motion capture, providing products and services that leverage its expertise in these areas.",Paris,Entertainment,,,
La Belle Vie,,,Blast. Club,2024-10-18,https://www.labellevie.com/,"La Belle Vie operates in sectors such as e-commerce, food and beverage, and grocery, providing products and services that leverage its expertise in these areas.",Paris,Mobility,FoodTech,E-commerce & Retail,
Staffmatch,,,Isai,2024-09-02,https://staffmatch.com,"Staffmatch operates in sectors such as computer, internet, and internet of things, providing products and services that leverage its expertise in these areas.",Paris,Other,,,
